1:ROR:>=(double,double):==(double,double):org.apache.commons.math3.distribution.TriangularDistribution@<init>(org.apache.commons.math3.random.RandomGenerator,double,double,double):82:a >= b |==> a == b
97:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - a |==> b * a
98:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - a |==> b + a
99:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - a |==> b / a
100:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - c |==> b % c
101:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - c |==> b * c
102:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - c |==> b + c
103:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:b - c |==> b / c
104:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:(b - a) * (b - c) |==> (b - a) % (b - c)
105:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:(b - a) * (b - c) |==> (b - a) + (b - c)
106:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:(b - a) * (b - c) |==> (b - a) - (b - c)
107:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):155:(b - a) * (b - c) |==> (b - a) / (b - c)
108:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):156:divident / divisor |==> divident % divisor
109:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):156:divident / divisor |==> divident * divisor
110:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):156:divident / divisor |==> divident + divisor
111:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@density(double):156:divident / divisor |==> divident - divisor
112:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@density(double):156:return Config.__M_NO == 111 ? divident - divisor : Config.__M_NO == 110 ? divident + divisor : Config.__M_NO == 109 ? divident * divisor : Config.__M_NO == 108 ? divident % divisor : Config.__M_NO == 0 && Config.COVERED(108, 111) ? divident / divisor : divident / divisor; |==> <NO-OP>
113:LVR:0:POS:org.apache.commons.math3.distribution.TriangularDistribution@density(double):158:0 |==> 1
114:LVR:0:NEG:org.apache.commons.math3.distribution.TriangularDistribution@density(double):158:0 |==> -1
115:ROR:<(double,double):!=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):175:x < a |==> x != a
116:ROR:<(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):175:x < a |==> x <= a
117:ROR:<(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):175:x < a |==> false
118:LVR:0:POS:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):176:0 |==> 1
119:LVR:0:NEG:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):176:0 |==> -1
120:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):176:return Config.__M_NO == 0 && Config.COVERED(118, 119) ? 0 : Config.__M_NO == 119 ? -1 : Config.__M_NO == 118 ? 1 : 0; |==> <NO-OP>
121:ROR:<=(double,double):<(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x |==> a < x
122:ROR:<=(double,double):==(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x |==> a == x
123:ROR:<=(double,double):TRUE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x |==> true
124:ROR:<(double,double):!=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:x < c |==> x != c
125:ROR:<(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:x < c |==> x <= c
126:ROR:<(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:x < c |==> false
127:COR:&&(boolean,boolean):==(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x && x < c |==> a <= x == x < c
128:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x && x < c |==> false
129:COR:&&(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x && x < c |==> a <= x
130:COR:&&(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):178:a <= x && x < c |==> x < c
131:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x % a
132:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x * a
133:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x + a
134:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x / a
135:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x % a
136:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x * a
137:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x + a
138:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:x - a |==> x / a
139:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:(x - a) * (x - a) |==> (x - a) % (x - a)
140:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:(x - a) * (x - a) |==> (x - a) + (x - a)
141:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:(x - a) * (x - a) |==> (x - a) - (x - a)
142:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):179:(x - a) * (x - a) |==> (x - a) / (x - a)
143:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:b - a |==> b % a
144:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:b - a |==> b * a
145:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:b - a |==> b + a
146:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:b - a |==> b / a
147:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:c - a |==> c % a
148:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:c - a |==> c * a
149:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:c - a |==> c + a
150:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:c - a |==> c / a
151:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:(b - a) * (c - a) |==> (b - a) % (c - a)
152:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:(b - a) * (c - a) |==> (b - a) + (c - a)
153:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:(b - a) * (c - a) |==> (b - a) - (c - a)
154:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):180:(b - a) * (c - a) |==> (b - a) / (c - a)
155:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):181:divident / divisor |==> divident % divisor
156:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):181:divident / divisor |==> divident * divisor
157:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):181:divident / divisor |==> divident + divisor
158:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):181:divident / divisor |==> divident - divisor
159:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):181:return Config.__M_NO == 158 ? divident - divisor : Config.__M_NO == 157 ? divident + divisor : Config.__M_NO == 156 ? divident * divisor : Config.__M_NO == 155 ? divident % divisor : Config.__M_NO == 0 && Config.COVERED(155, 158) ? divident / divisor : divident / divisor; |==> <NO-OP>
160:ROR:==(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):183:x == c |==> x <= c
161:ROR:==(double,double):>=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):183:x == c |==> x >= c
162:ROR:==(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):183:x == c |==> false
163:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:c - a |==> c % a
164:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:c - a |==> c * a
165:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:c - a |==> c + a
166:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:c - a |==> c / a
167:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:b - a |==> b % a
168:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:b - a |==> b * a
169:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:b - a |==> b + a
170:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:b - a |==> b / a
171:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:(c - a) / (b - a) |==> (c - a) % (b - a)
172:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:(c - a) / (b - a) |==> (c - a) * (b - a)
173:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:(c - a) / (b - a) |==> (c - a) + (b - a)
174:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:(c - a) / (b - a) |==> (c - a) - (b - a)
175:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):184:return Config.__M_NO == 174 ? (c - a) - (b - a) : Config.__M_NO == 173 ? (c - a) + (b - a) : Config.__M_NO == 172 ? (c - a) * (b - a) : Config.__M_NO == 171 ? (c - a) % (b - a) : Config.__M_NO == 0 && Config.COVERED(171, 174) ? (c - a) / (b - a) : (Config.__M_NO == 166 ? c / a : Config.__M_NO == 165 ? c + a : Config.__M_NO == 164 ? c * a : Config.__M_NO == 163 ? c % a : Config.__M_NO == 0 && Config.COVERED(163, 166) ? c - a : c - a) / (Config.__M_NO == 170 ? b / a : Config.__M_NO == 169 ? b + a : Config.__M_NO == 168 ? b * a : Config.__M_NO == 167 ? b % a : Config.__M_NO == 0 && Config.COVERED(167, 170) ? b - a : b - a); |==> <NO-OP>
176:ROR:<(double,double):!=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x |==> c != x
177:ROR:<(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x |==> c <= x
178:ROR:<(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x |==> false
179:ROR:<=(double,double):<(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:x <= b |==> x < b
180:ROR:<=(double,double):==(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:x <= b |==> x == b
181:ROR:<=(double,double):TRUE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:x <= b |==> true
182:COR:&&(boolean,boolean):==(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x && x <= b |==> c < x == x <= b
183:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x && x <= b |==> false
184:COR:&&(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x && x <= b |==> c < x
185:COR:&&(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):186:c < x && x <= b |==> x <= b
186:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b % x
187:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b * x
